,timestamp,sensor_id,range_sc,azimuth_sc,rcs,vr,vr_compensated,x_cc,y_cc,x_seq,y_seq,uuid,track_id,label_id
7389,158196854443,3,17.323917,-0.6576333,11.094987,-2.574672,1.2801796,20.76017,-3.1082008,3764.0762,-2646.81,b'9bf05f63dbe209cbc894246b70dbba45',b'f99cd724d1b311e69736bcaec523183d',0
7390,158196854443,3,21.735369,-0.64018494,-9.219754,-2.611564,1.2582299,25.143852,-3.7072618,3759.6746,-2647.2588,b'66823c21b723d6ec25fbe25a7025d082',b'f99cd724d1b311e69736bcaec523183d',0
7392,158196854443,3,17.986885,-0.58383465,-5.331698,-1.814592,2.0953915,21.650692,-1.94941,3763.4832,-2648.1458,b'7f84b830ebc243c5761e83fa5dba99ac',b'f99cd724d1b311e69736bcaec523183d',0
7393,158196854443,3,18.479948,-0.6322975,-10.115829,-2.5223348,1.3538271,21.98505,-2.904317,3762.9336,-2647.2961,b'cad8c3f8ae4bfff7eaff625a6b2de702',b'f99cd724d1b311e69736bcaec523183d',0
7394,158196854443,3,20.780136,-0.5763947,-10.638811,-1.8814871,2.0328772,24.435678,-2.207846,3760.7156,-2648.5496,b'1ea505de672350ff82356980387d0c54',b'f99cd724d1b311e69736bcaec523183d',0
7587,158196900362,2,16.736149,0.31797317,16.166187,-2.6225557,1.3019289,20.47935,-2.6738172,3764.2778,-2647.2195,b'b242caec8a27c52a4d337027a4a0ec4e',b'f99cd724d1b311e69736bcaec523183d',0
7588,158196900362,2,18.792717,0.342218,-8.89083,-2.585883,1.3495536,22.569809,-2.4633098,3762.2957,-2647.9163,b'aba4db262a393e1447a6911b42539e97',b'f99cd724d1b311e69736bcaec523183d',0
7589,158196900362,2,20.244526,0.36951244,-13.079766,-3.2215683,0.7234293,24.059547,-2.0487683,3760.9456,-2648.6702,b'51127bb86b2c2793af737bbd2f560bf3',b'f99cd724d1b311e69736bcaec523183d',0
7812,158196926937,3,18.899956,-0.64730006,-8.45072,-2.54037,1.3035911,22.339603,-3.263911,3762.2246,-2647.1082,b'e5d8a81917de653d7120a978ee00f399',b'f99cd724d1b311e69736bcaec523183d',0
7814,158196926937,3,17.047724,-0.632168,7.1416626,-2.5806606,1.2758688,20.580761,-2.6228104,3764.0852,-2647.3164,b'374a29363febb43b3a2b024db44ae8c4',b'f99cd724d1b311e69736bcaec523183d',0
7815,158196926937,3,18.059937,-0.6014047,1.5580535,-2.5993433,1.2800115,21.673452,-2.2735965,3763.1057,-2647.9133,b'067913cfde713c5ba699e544dde9f69d',b'f99cd724d1b311e69736bcaec523183d',0
7816,158196926937,3,21.568974,-0.6324518,-11.06842,-2.5489917,1.30731,25.014103,-3.510061,3759.5676,-2647.4995,b'7df3377d2240537428349ebd8f9fb565',b'f99cd724d1b311e69736bcaec523183d',0
8019,158196975455,2,17.440334,0.28298196,-0.17794037,-2.5727818,1.3171506,21.096062,-3.361484,3763.2263,-2646.776,b'4a6d280fa7cb1224be819cc7812101dc',b'f99cd724d1b311e69736bcaec523183d',0
8020,158196975455,2,20.240229,0.28452784,-13.522282,-3.2587533,0.6321631,23.867912,-3.7578359,3760.4395,-2647.0452,b'edb7fd6488e929033d118f505ae6b0fb',b'f99cd724d1b311e69736bcaec523183d',0
8026,158196975455,2,16.546568,0.3132296,18.85866,-2.6026194,1.3048745,20.281649,-2.7293785,3764.167,-2647.1978,b'0d0229668ee7e9c7f9e70a297de87a18',b'f99cd724d1b311e69736bcaec523183d',0
8027,158196975455,2,18.899916,0.30787855,-12.923343,-2.542669,1.3619779,22.604557,-3.1183453,3761.818,-2647.3682,b'3c83dd023e0ad379b793ac459e304028',b'f99cd724d1b311e69736bcaec523183d',0
8028,158196975455,2,19.739882,0.36644283,-10.979154,-2.6152685,1.3144362,23.551893,-2.0755992,3761.1438,-2648.6052,b'1a4906c3a97c84ab63d2f30efd18a346',b'f99cd724d1b311e69736bcaec523183d',0
8029,158196975455,2,20.518726,0.30528793,-12.972751,-2.595001,1.3082275,24.203192,-3.3781915,3760.2031,-2647.4934,b'684697a517eac6b06dd41efadefc4be8',b'f99cd724d1b311e69736bcaec523183d',0
8243,158197003865,3,18.059963,-0.6634862,-8.143069,-2.5206347,1.2937534,21.454674,-3.3730485,3762.7737,-2646.8826,b'8d983954cf60db58925984ebb5c5113c',b'f99cd724d1b311e69736bcaec523183d',0
8245,158197003865,3,16.658552,-0.62421334,9.571729,-2.5497236,1.2978314,20.224365,-2.4168837,3764.195,-2647.5208,b'3e7ef3726dbe58b15ad61e5767dfa8cc',b'f99cd724d1b311e69736bcaec523183d',0
8246,158197003865,3,17.529,-0.58584493,-12.778495,-2.2391505,1.635078,21.192574,-1.9168134,3763.3726,-2648.2356,b'e573ac6369d4df40c5237959c21ac90a',b'f99cd724d1b311e69736bcaec523183d',0
8247,158197003865,3,17.567537,-0.5932885,-3.8578162,-3.411879,0.45761946,21.210678,-2.0517921,3763.323,-2648.1086,b'1251ebbf9065acda41421b123549ec0b',b'f99cd724d1b311e69736bcaec523183d',0
8248,158197003865,3,20.153461,-0.5621902,-15.744919,-1.8321191,2.0557144,23.853214,-1.8364248,3760.8064,-2648.9426,b'0520a8899abc14db106ff86d18c87480',b'f99cd724d1b311e69736bcaec523183d',0
8411,158197049936,2,20.145681,0.28324997,-15.096767,-2.58311,1.2871364,23.770544,-3.7689974,3760.2559,-2647.1033,b'4d34da1cec9112f81e3f53adc46e0e26',b'f99cd724d1b311e69736bcaec523183d',0
8413,158197049936,2,21.119932,0.3033558,-15.84844,-2.558954,1.3232164,24.79389,-3.4971151,3759.326,-2647.6099,b'd12e250b6cf78bb63bd8133d110eeb26',b'f99cd724d1b311e69736bcaec523183d',0
8417,158197049936,2,16.214117,0.31267694,10.26984,-2.5926719,1.2944944,19.950607,-2.6974976,3764.2207,-2647.2395,b'c5f1c771b90f106888bfcebe201e08b3',b'f99cd724d1b311e69736bcaec523183d',0
8418,158197049936,2,17.429903,0.3493709,-2.830658,-2.519823,1.3837245,21.224262,-2.2112727,3763.0986,-2648.0134,b'1c0bc47a9b39047298ff9ec199ca9595',b'f99cd724d1b311e69736bcaec523183d',0
8775,158197078210,3,16.51342,-0.6140669,5.568844,-2.5239232,1.3129919,20.11231,-2.2249792,3764.0625,-2647.7583,b'887efd11b321f0b6ae757615da58ffb5',b'f99cd724d1b311e69736bcaec523183d',0
8776,158197078210,3,17.219955,-0.64415115,0.50511074,-2.4423063,1.3711336,20.708258,-2.8585265,3763.3335,-2647.2842,b'640b1523997694d0066f021b6ec851fc',b'f99cd724d1b311e69736bcaec523183d',0
8777,158197078210,3,18.47993,-0.5948879,-11.3018055,-2.560994,1.2890756,22.107157,-2.2238986,3762.1248,-2648.2322,b'6e648a7e9c2c49565df3e1f4828d9610',b'f99cd724d1b311e69736bcaec523183d',0
8778,158197078210,3,19.408474,-0.5652615,-14.69902,-2.5548408,1.3127638,23.106558,-1.8017876,3761.254,-2648.8792,b'0a12a0f8994d28777bec6e826b665f2f',b'f99cd724d1b311e69736bcaec523183d',0
8779,158197078210,3,20.428228,-0.560405,-13.873817,-2.5475676,1.322588,24.130354,-1.8348243,3760.2515,-2649.0898,b'e64d41d631968c237ca18e60b3bbf4da',b'f99cd724d1b311e69736bcaec523183d',0
8845,158197123698,2,17.348175,0.2576334,0.9835007,-2.4927332,1.340366,20.932371,-3.7811234,3762.7268,-2646.4941,b'5e8dd77b781f0533a519768d3bed3812',b'f99cd724d1b311e69736bcaec523183d',0
8848,158197123698,2,20.673803,0.29555964,-18.792503,-3.8345377,0.02304758,24.329721,-3.5977018,3759.4702,-2647.4788,b'0e85ace9b44934e6d8d96393fe3f68a6',b'f99cd724d1b311e69736bcaec523183d',0
8849,158197123698,2,20.8723,0.2948988,-16.23835,-2.5411057,1.3161004,24.52432,-3.6391802,3759.2712,-2647.4846,b'c4d4719c8e22888247b4fdc03daae952',b'f99cd724d1b311e69736bcaec523183d',0
8856,158197123698,2,16.176146,0.32449833,14.95124,-2.5440314,1.3285073,19.93536,-2.5029168,3763.9988,-2647.499,b'b419fc962bc4161c4dbe00287b00c1b4',b'f99cd724d1b311e69736bcaec523183d',0
8857,158197123698,2,19.226393,0.36907327,-12.139749,-2.5613008,1.3279228,23.043112,-1.9893606,3761.1018,-2648.7356,b'22e72371cb98b410d76d6d58d03c1117',b'f99cd724d1b311e69736bcaec523183d',0
9088,158197151437,3,16.651325,-0.6541441,4.834687,-2.4354692,1.3538585,20.116703,-2.9036481,3763.6265,-2647.1838,b'17ee7f4f02c57d23683a46e7132453e5',b'f99cd724d1b311e69736bcaec523183d',0
9089,158197151437,3,18.278154,-0.66224533,-7.5474424,-1.7621379,2.0200818,21.672346,-3.4001586,3761.9973,-2647.071,b'eed90e0b73b1ec420055559f864478af',b'f99cd724d1b311e69736bcaec523183d',0
9093,158197151437,3,18.051085,-0.634214,-7.3553543,-2.4692752,1.3364798,21.557642,-2.8545945,3762.2385,-2647.5737,b'93bcf65cc54460c8aa132165822732a2',b'f99cd724d1b311e69736bcaec523183d',0
9094,158197151437,3,18.205559,-0.59537506,-5.8962417,-2.5025706,1.3308488,21.834835,-2.1892445,3762.1272,-2648.286,b'6bde2c09150378d360958502cdde4847',b'f99cd724d1b311e69736bcaec523183d',0
9095,158197151437,3,19.85805,-0.590134,-10.432751,-2.860689,0.9760217,23.48263,-2.3486958,3760.4888,-2648.5225,b'ed7c1e895c9b871bbf410f29320c2ec3',b'f99cd724d1b311e69736bcaec523183d',0
9233,158197194624,2,15.908537,0.31166127,18.238806,-2.5100608,1.3408723,19.645355,-2.6758852,3763.9768,-2647.3396,b'51850b3b4973b58bf8e91b6726d53962',b'f99cd724d1b311e69736bcaec523183d',0
9305,158197194624,2,18.689907,0.32557362,-16.462978,-2.4893873,1.3681246,22.435688,-2.7631156,3761.2458,-2647.9182,b'4d9978d76910f492bb0c5b3315aecd70',b'f99cd724d1b311e69736bcaec523183d',0
9306,158197194624,2,19.235535,0.3661147,-13.067712,-2.544138,1.3282831,23.048332,-2.0467498,3760.821,-2648.7598,b'1d8ab7a4d753b9fd0c0e53aa90b9662d',b'f99cd724d1b311e69736bcaec523183d',0
9307,158197194624,2,19.53819,0.36957115,-14.21967,-3.342133,0.531265,23.354858,-2.0005648,3760.5342,-2648.8774,b'd745767ee24a686e5e63712b23a37d55',b'f99cd724d1b311e69736bcaec523183d',0
9453,158197224901,3,16.00872,-0.63537735,6.959179,-2.4542496,1.3314904,19.55159,-2.4706721,3763.996,-2647.5405,b'c05d5b3c044030c353a3af2c01b01005',b'f99cd724d1b311e69736bcaec523183d',0
9553,158197224901,3,16.799961,-0.65909576,-2.8693342,-2.494606,1.2714384,20.243612,-3.0169866,3763.1938,-2647.1746,b'203f919c12cfe8177a7a9f62021e442d',b'f99cd724d1b311e69736bcaec523183d',0
9555,158197224901,3,20.006845,-0.5644132,-4.765118,-2.4729977,1.3589147,23.702118,-1.8620877,3760.1094,-2649.119,b'd06e76687b5941c9d0b189eac8356718',b'f99cd724d1b311e69736bcaec523183d',0
9717,158197269159,2,15.723244,0.3208638,18.068714,-2.4698625,1.3666029,19.478807,-2.5092173,3763.9,-2647.5369,b'aab2eb5edaf7e0aaf22c2c354eed2f47',b'f99cd724d1b311e69736bcaec523183d',0
9781,158197269159,2,20.525917,0.2908634,-20.195564,-2.4378495,1.3825829,24.16956,-3.672385,3759.0671,-2647.5247,b'edb8129117528ebe0faf6ea126849829',b'f99cd724d1b311e69736bcaec523183d',0
9787,158197269159,2,19.1566,0.37025738,-12.929185,-2.539969,1.3153663,22.974985,-1.9620469,3760.6348,-2648.9011,b'0690c491da17f86503e7b954550a8cbb',b'f99cd724d1b311e69736bcaec523183d',0
9923,158197297085,3,15.9271145,-0.6504824,12.273953,-2.4142087,1.3352251,19.422173,-2.6899552,3763.8003,-2647.3823,b'b5e997313f1cf075c7d80bf605c03b2f',b'f99cd724d1b311e69736bcaec523183d',0
10034,158197297085,3,18.02933,-0.6469629,-10.689123,-2.4078865,1.3445126,21.489614,-3.075369,3761.7007,-2647.5012,b'8a3332650bc429956f2d3cab8534abb5',b'f99cd724d1b311e69736bcaec523183d',0
10036,158197297085,3,17.01518,-0.6456967,-0.95720863,-2.4034772,1.3499774,20.502449,-2.8419352,3762.715,-2647.4924,b'253064316c8bc57c31089639bfbafe13',b'f99cd724d1b311e69736bcaec523183d',0
10037,158197297085,3,18.139292,-0.5765902,-10.402338,-32.32168,-28.519787,21.82032,-1.8418138,3761.6738,-2648.778,b'9597fe64ace1697addbf98501237561a',b'f99cd724d1b311e69736bcaec523183d',0
10038,158197297085,3,18.899923,-0.58248657,-13.8064785,-2.4582298,1.3402343,22.557507,-2.0586941,3760.906,-2648.7434,b'6c9f6ce51396e7a3baae6ae0ddf3fd6c',b'f99cd724d1b311e69736bcaec523183d',0
10192,158197343854,2,15.482326,0.31680396,10.783863,-2.4410064,1.3789264,19.23213,-2.5439188,3763.8455,-2647.5332,b'8a2c606ab5da998cbe7a22d1268abacf',b'f99cd724d1b311e69736bcaec523183d',0
10253,158197343854,2,16.242651,0.29396996,-11.846329,-2.0236905,1.7839172,19.938673,-3.0021813,3763.0498,-2647.257,b'15c2e450d149d46948f86be29e3085e9',b'f99cd724d1b311e69736bcaec523183d',0
10254,158197343854,2,16.693417,0.29980153,-1.2968528,-2.4125342,1.3984102,20.398403,-2.9696653,3762.611,-2647.3984,b'bf02c9612fc0f4d5e9987b5334344059',b'f99cd724d1b311e69736bcaec523183d',0
10256,158197343854,2,20.159924,0.283384,-18.69099,-3.78369,0.017529737,23.785032,-3.768497,3759.1318,-2647.432,b'85b909e88a93c6f818e8ece62107d5ec',b'f99cd724d1b311e69736bcaec523183d',0
10257,158197343854,2,20.460793,0.2863178,-20.04588,-2.4066935,1.3963393,24.091444,-3.754949,3758.8374,-2647.5183,b'13dbea8224f690b220abe0870d87b56b',b'f99cd724d1b311e69736bcaec523183d',0
10266,158197343854,2,17.871145,0.32332665,-15.439935,-2.2950547,1.5280335,21.617453,-2.712641,3761.4888,-2647.9392,b'700ca58887b346c996274ba7ab77c9c3',b'f99cd724d1b311e69736bcaec523183d',0
10267,158197343854,2,19.160437,0.3597632,-12.017938,-3.1713054,0.66641325,22.964512,-2.1628628,3760.3123,-2648.7952,b'f4c1e0438f8cf57b6418210ba063dd15',b'f99cd724d1b311e69736bcaec523183d',0
10391,158197371990,3,15.641985,-0.6353563,4.870056,-2.3898005,1.3652843,19.192184,-2.3977144,3763.8164,-2647.6865,b'470727dd4e10a71269598eaeca920952',b'f99cd724d1b311e69736bcaec523183d',0
10476,158197371990,3,16.433126,-0.67434835,-2.6652098,-2.3086603,1.4130577,19.82855,-3.1798284,3763.0115,-2647.079,b'd1a48f2a47d32f9f640789c3d00046b8',b'f99cd724d1b311e69736bcaec523183d',0
10477,158197371990,3,16.606796,-0.65817195,-0.25043392,-2.3612928,1.3749577,20.05862,-2.9592862,3762.8408,-2647.3484,b'00551ab8a5563c9b640eff868f3180b3',b'f99cd724d1b311e69736bcaec523183d',0
10478,158197371990,3,17.639957,-0.65455353,-11.324531,-2.3810294,1.3583381,21.080341,-3.1246574,3761.809,-2647.432,b'd7a05e4fde1c2ec40b76dc0d27be37ed',b'f99cd724d1b311e69736bcaec523183d',0
10479,158197371990,3,18.280293,-0.67734945,-13.639522,-1.4719387,2.246976,21.610464,-3.6692307,3761.1643,-2647.03,b'0e278a69874bb28b05256bb571ed0b68',b'f99cd724d1b311e69736bcaec523183d',0
10636,158197416523,2,15.475532,0.26294982,6.0118256,-2.3962584,1.3714559,19.103897,-3.3675272,3763.5107,-2646.7712,b'64c1eb990fc029955c9d7c743a3ffdb9',b'f99cd724d1b311e69736bcaec523183d',0
10693,158197416523,2,17.267855,0.28549764,-7.234379,-2.3633578,1.4181403,20.932177,-3.2922225,3761.7537,-2647.2815,b'9c8392bc6e3f37eb24505fd505225a27',b'f99cd724d1b311e69736bcaec523183d',0
10695,158197416523,2,19.097727,0.26916277,-19.23547,-3.1605701,0.6111337,22.691965,-3.8749473,3759.9055,-2647.1367,b'fee22dabae9c4851cba515977f6afc97',b'f99cd724d1b311e69736bcaec523183d',0
10701,158197416523,2,16.379921,0.32021195,-1.6485405,-2.414787,1.3841717,20.12989,-2.5953846,3762.6992,-2647.7664,b'25b3324a644f22249984b129cbaa42bf',b'f99cd724d1b311e69736bcaec523183d',0
10702,158197416523,2,18.059906,0.3343247,-12.88032,-2.4175167,1.3872328,21.826296,-2.53642,3761.0662,-2648.2292,b'8979561d0ac9b91e91665b4a9279ef5f',b'f99cd724d1b311e69736bcaec523183d',0
10703,158197416523,2,18.701555,0.36029163,-13.97395,-2.4389474,1.3744762,22.507723,-2.1179743,3760.5046,-2648.7986,b'51384e006872a0d2bfaad3e67cbeeec5',b'f99cd724d1b311e69736bcaec523183d',0
10704,158197416523,2,19.04355,0.36408466,-15.021958,-3.2421722,0.5723033,22.854073,-2.0718694,3760.1794,-2648.9263,b'754568cc0ff3e5b8ede67e1f364fe026',b'f99cd724d1b311e69736bcaec523183d',0
10846,158197446331,3,15.532972,-0.6333971,4.3040886,-2.3621197,1.3937743,19.091328,-2.3462899,3763.6577,-2647.7861,b'ad2b6f82de7be1cd584b1e91cf44e088',b'f99cd724d1b311e69736bcaec523183d',0
10901,158197446331,3,16.379972,-0.6822429,2.7008266,-2.344209,1.3718694,19.745872,-3.2928128,3762.796,-2647.0234,b'562d5650056770690731946da5eb37e7',b'f99cd724d1b311e69736bcaec523183d',0
10902,158197446331,3,17.219973,-0.6914663,-6.5431366,-2.306511,1.401051,20.521109,-3.6514285,3761.9573,-2646.8606,b'b525211f4432cd7fcc084a1735dbc4fd',b'f99cd724d1b311e69736bcaec523183d',0
11025,158197490572,2,15.374566,0.32138738,5.0080376,-2.362098,1.4204817,19.13337,-2.4610999,3763.4229,-2647.721,b'250a58e2a32a5a166318e629b2dd5d98',b'f99cd724d1b311e69736bcaec523183d',0
11090,158197490572,2,16.589935,0.2894525,-9.450211,-2.4084723,1.3594003,20.27166,-3.125568,3762.159,-2647.3474,b'63ddace1ebc913020d7a00593842bc9d',b'f99cd724d1b311e69736bcaec523183d',0
11091,158197490572,2,17.91113,0.2699209,-21.20409,-3.718543,0.038439777,21.524134,-3.6642883,3760.814,-2647.1233,b'b987b15ee5e10a06fd9932e9d5c881d9',b'f99cd724d1b311e69736bcaec523183d',0
11092,158197490572,2,19.225971,0.26821962,-17.618183,-3.7217693,0.034197047,22.815401,-3.914147,3759.5005,-2647.1887,b'6811f32fc2d70b77ede52679e488fba6',b'f99cd724d1b311e69736bcaec523183d',0
11093,158197490572,2,19.565985,0.27541143,-16.687698,-2.3787425,1.3814466,23.173656,-3.832172,3759.172,-2647.3538,b'4db95c55b229eabb1f5d68683a702fc2',b'f99cd724d1b311e69736bcaec523183d',0
11100,158197490572,2,17.6399,0.3512903,-15.296177,-2.3419263,1.4509279,21.436373,-2.1957479,3761.2498,-2648.5283,b'9cf7c22e90723bd4ea31f5734a8c002a',b'f99cd724d1b311e69736bcaec523183d',0
11101,158197490572,2,18.716864,0.35754442,-15.545865,-3.2078924,0.58668214,22.519018,-2.1704009,3760.2043,-2648.8113,b'5e788755cef0126adb498820831b21b3',b'f99cd724d1b311e69736bcaec523183d',0
11223,158197519192,3,15.503119,-0.6662641,5.6048174,-2.3358586,1.3793892,18.953934,-2.8383496,3763.4019,-2647.3374,b'70c2d9075b94196377190e492bb42e3c',b'f99cd724d1b311e69736bcaec523183d',0
11317,158197519192,3,16.379967,-0.66257155,-2.3212805,-2.331076,1.3872169,19.821333,-2.9795632,3762.526,-2647.4072,b'188256c488302f349252064ed16a60f9',b'f99cd724d1b311e69736bcaec523183d',0
11320,158197519192,3,17.21995,-0.62929076,-10.119449,-2.339811,1.4036336,20.759272,-2.6077707,3761.7036,-2647.992,b'39c089206ffa19f5a03620c0a3cd43a8',b'f99cd724d1b311e69736bcaec523183d',0
11321,158197519192,3,18.79439,-0.62709713,-12.81087,0.47422773,4.219185,22.312265,-2.8697343,3760.133,-2648.108,b'3f57950a538916035f2bcff90fb814d8',b'f99cd724d1b311e69736bcaec523183d',0
11322,158197519192,3,19.261454,-0.5742624,-10.58322,-2.3652232,1.4107032,22.937641,-1.954658,3759.744,-2649.1458,b'a8148d370e43ce8f2d9c7c78fdfcc751',b'f99cd724d1b311e69736bcaec523183d',0
11473,158197565465,2,15.118968,0.31313476,3.000473,-2.3262782,1.4287145,18.86465,-2.555711,3763.3792,-2647.6213,b'5c44f26a6b6e5dd44b0af4dc94bf67e1',b'f99cd724d1b311e69736bcaec523183d',0
11515,158197565465,2,19.247068,0.28333813,-18.04314,-2.3601298,1.3800887,22.882679,-3.6304255,3759.2207,-2647.5347,b'7881bd0cfd8cdfd8d57385143522492d',b'f99cd724d1b311e69736bcaec523183d',0
11518,158197565465,2,16.379911,0.34275827,-10.851577,-2.3483737,1.418003,20.168476,-2.2281072,3762.191,-2648.2502,b'210a37359fa830f0d3c7b43521723582',b'f99cd724d1b311e69736bcaec523183d',0
11519,158197565465,2,18.589533,0.35522348,-17.347282,-3.1227612,0.64741814,22.388641,-2.2034056,3760.0405,-2648.803,b'4c12737b8addb6f016b559f41b5e2c9a',b'f99cd724d1b311e69736bcaec523183d',0
11520,158197565465,2,18.635973,0.36618868,-15.967572,-3.3453884,0.4276518,22.450338,-2.0033972,3760.0283,-2649.012,b'da8afbf40a9fd913b1938b175e549d2c',b'f99cd724d1b311e69736bcaec523183d',0
11642,158197593929,3,15.183483,-0.67204076,1.861764,-2.340016,1.335283,18.622467,-2.850734,3763.4429,-2647.301,b'a0e08a08382d675c16fbb4c2a6b9994f',b'f99cd724d1b311e69736bcaec523183d',0
11643,158197593929,3,15.84979,-0.7047543,3.9658613,-2.2098398,1.4349871,19.140821,-3.5086048,3762.783,-2646.7854,b'6f92bafab90cd28d39590a07973f9219',b'f99cd724d1b311e69736bcaec523183d',0
11724,158197593929,3,17.25998,-0.59853005,-6.460402,-2.3391566,1.3902253,20.892511,-2.092931,3761.4185,-2648.5771,b'46d5aee1e40f2b5a71242f1ab2b1b163',b'f99cd724d1b311e69736bcaec523183d',0
11876,158197638920,2,15.186344,0.28624347,5.711342,-2.2886198,1.4295348,18.87595,-2.968551,3763.0068,-2647.2932,b'19d221ca2020b420e32dc444703a9c64',b'f99cd724d1b311e69736bcaec523183d',0
11877,158197638920,2,15.959955,0.23895663,-3.7382233,-2.2544546,1.432444,19.510546,-3.8273985,3762.1863,-2646.61,b'fe1ed5343d3914ac49f1392879fb1cb3',b'f99cd724d1b311e69736bcaec523183d',0
11910,158197638920,2,16.799946,0.25571463,-9.052574,-2.323758,1.3751644,20.387104,-3.7154725,3761.3613,-2646.9272,b'da6b2687de60a2fc5f5739b897d0503c',b'f99cd724d1b311e69736bcaec523183d',0
11911,158197638920,2,18.898977,0.2700544,-20.481392,-3.6447132,0.06367323,22.498775,-3.8252883,3759.2844,-2647.3232,b'858cce02a8e28f9a307b96a3c985c79c',b'f99cd724d1b311e69736bcaec523183d',0
11912,158197638920,2,19.610126,0.28312215,-17.260948,-2.3147736,1.4015734,23.240858,-3.6898878,3758.5957,-2647.6316,b'01e4e63d2950bb32f68c5ef72a8f7f61',b'f99cd724d1b311e69736bcaec523183d',0
11913,158197638920,2,20.164665,0.29776064,-10.826997,-1.8105707,1.91394,23.831781,-3.4823883,3758.0713,-2647.9736,b'be831007fc3dab14fb7aa103080d11cf',b'f99cd724d1b311e69736bcaec523183d',0
11921,158197638920,2,18.756273,0.34783927,-17.680035,0.59106296,4.337457,22.543125,-2.3548944,3759.5913,-2648.762,b'6a178dc589e2b993a57818a19f75edd8',b'f99cd724d1b311e69736bcaec523183d',0
12271,158197711945,2,15.341253,0.31764033,3.7120857,-2.2826085,1.432309,19.093584,-2.514377,3762.6335,-2647.8557,b'bc7398a25481acac5d4bd11542663034',b'f99cd724d1b311e69736bcaec523183d',0
12317,158197711945,2,16.379938,0.27736312,-12.336639,-2.2969537,1.3963698,20.033785,-3.2905803,3761.5354,-2647.3262,b'ef15d1e02eef35fe6dbf8a3057658682',b'f99cd724d1b311e69736bcaec523183d',0
12318,158197711945,2,16.905626,0.23080556,-12.1053505,-2.2198856,1.4410148,20.41033,-4.1477213,3760.9653,-2646.5835,b'10d9a940db2970ab86cfeb843cad0f4f',b'f99cd724d1b311e69736bcaec523183d',0
12319,158197711945,2,17.219957,0.2246271,-15.403793,-2.218246,1.4377537,20.696037,-4.315915,3760.648,-2646.4883,b'81a4209802b0c8b295932b8ed3b585d6',b'f99cd724d1b311e69736bcaec523183d',0
12320,158197711945,2,19.20488,0.27217343,-15.827236,-2.305265,1.3848397,22.807154,-3.8357325,3758.7122,-2647.4578,b'd999ef3392fdcfc72c913802d61324d6',b'f99cd724d1b311e69736bcaec523183d',0
12321,158197711945,2,19.864172,0.29242402,-17.337791,-1.7134916,1.9886099,23.519257,-3.5458796,3758.0896,-2647.9092,b'06035bf272206b9125cfe4681347011c',b'f99cd724d1b311e69736bcaec523183d',0
12663,158197785791,2,14.518996,0.2975528,4.721072,-2.2891886,1.3948979,18.239698,-2.706369,3763.1494,-2647.5298,b'a8bd0c247ba039036d1e019d29cc0522',b'f99cd724d1b311e69736bcaec523183d',0
12665,158197785791,2,15.539946,0.27370206,-4.619587,-2.3012133,1.3696964,19.195263,-3.2138908,3762.1003,-2647.2646,b'5fdd58d989497e5f02322bf55aabca9a',b'f99cd724d1b311e69736bcaec523183d',0
12704,158197785791,2,16.799948,0.25511774,-9.888504,-2.2453413,1.413853,20.385302,-3.7253368,3760.8228,-2647.0515,b'ed5a258df4980868124df04fded12805',b'f99cd724d1b311e69736bcaec523183d',0
12705,158197785791,2,19.203762,0.27078915,-16.880497,-2.277484,1.3916731,22.801693,-3.8617735,3758.4434,-2647.495,b'fbd4f64e49c4c0137c79c6582f5d6da9',b'f99cd724d1b311e69736bcaec523183d',0
12821,158197814930,3,15.65011,-0.71465653,1.3119621,-2.1753078,1.406949,18.906422,-3.6047862,3762.1846,-2646.8435,b'35075524e2d02c201ef9aedd843c996d',b'f99cd724d1b311e69736bcaec523183d',0
